source,bias,factual_reporting
kentuckianatimes.com,right-center,mixed
kerncountytimes.com,right-center,mixed
keywestreporter.com,right-center,mixed
kingscountytimes.com,right-center,mixed
kokomostandard.com,right-center,mixed
kcna.kp,left,low
lacrosseleader.org,left-center,mixed
lafayettereporter.com,right-center,mixed
lafayettetimes.com,right-center,mixed
laharbornews.com,right-center,mixed
lakecountygazette.com,right-center,mixed
laketahoesun.com,right-center,mixed
lancastercourier.com,left,mixed
lansingsun.com,right-center,mixed
larimernews.com,right-center,mixed
lastfrontiernews.com,right-center,mixed
lawrencereporter.com,right-center,mixed
laxleader.com,right-center,mixed
lewistontimes.com,right-center,mixed
libertybell.com,right,low
libertywire.net,right,low
lifenews.com,right,low
lifesitenews.com,right,low
lindelltv.com,right,low
litchfieldhillstoday.com,right-center,mixed
littleappletimes.com,right-center,mixed
livingstontoday.com,right-center,mixed
itemfix.com,right-center,mixed
louderwithcrowder.com,right,mixed
louisvillecitywire.com,right-center,mixed
lowedeltanews.com,right-center,mixed
macombtoday.com,right-center,mixed
maconreporter.com,right-center,mixed
macontimes.com,right-center,mixed
magicvalleytimes.com,right-center,mixed
magnoliastatenews.com,right-center,mixed
mainebusinessdaily.com,right-center,mixed
mainehighlandsnews.com,right-center,mixed
mainelakesnews.com,right-center,mixed
mainstreamfakemedia.com,right,low
manateereview.com,right-center,mixed
manilabusinessdaily.com,right-center,mixed
marinleader.com,right-center,mixed
mdbusinessdaily.com,right-center,mixed
mdstatewire.com,right-center,mixed
mabusinessdaily.com,right-center,mixed
matsutimes.com,right-center,mixed
mchenrytimes.com,right-center,mixed
mcleancountytimes.com,right-center,mixed
mercedtimes.com,right-center,mixed
mercopress.com,left-center,mixed
merrimackvalleynews.com,right-center,mixed
metricmedianews.com,right-center,mixed
metroeastsun.com,right-center,mixed
metrolexnews.com,right-center,mixed
metrowesttimes.com,right-center,mixed
mexicobusinessdaily.com,right-center,mixed
miamicourant.com,right-center,mixed
miamistandard.news,right,mixed
micdroppolitics.com,right,low
mibusinessdaily.com,right-center,mixed
themichiganstar.com,right,mixed
midcoasttoday.com,right-center,mixed
mena.org.eg,right-center,mixed
midmassnews.com,right-center,mixed
militarywatchmagazine.com,right-center,mixed
minneapolisreview.com,right-center,mixed
mnbusinessdaily.com,right-center,mixed
minnesotastatewire.com,right-center,mixed
theminnesotasun.com,right,mixed
mintpressnews.com,left,low
msbusinessdaily.com,right-center,mixed
msgulfnews.com,right-center,mixed
mobusinessdaily.com,right-center,mixed
mobilecourant.com,right-center,mixed
mohavetoday.com,right-center,mixed
monroereview.com,right-center,mixed
montereytimes.com,right-center,mixed
montgomerymdnews.com,right-center,mixed
moonofalabama.org,left,low
morningpoll.com,right,low
mtonews.com,left-center,low
munciereporter.com,right-center,mixed
muskegonsun.com,right-center,mixed
nwiowanews.com,right-center,mixed
naplesstandard.com,right-center,mixed
naturecoasttimes.com,right-center,mixed
nationalinsiders.com,right,low
nra.org,right,mixed
nrlc.org,right,mixed
nationalzero.com,left,mixed
nationandstate.com,right,low
naturalstatenews.com,right-center,mixed
naugatucktimes.com,right-center,mixed
ncfloridanews.com,right-center,mixed
ncgeorgianews.com,right-center,mixed
nckansasnews.com,right-center,mixed
ncindiananews.com,right-center,mixed
nckentuckynews.com,right-center,mixed
ncmassnews.com,right-center,mixed
ncminnesotanews.com,right-center,mixed
ncmissnews.com,right-center,mixed
nealabamanews.com,right-center,mixed
neatlantanews.com,right-center,mixed
necalinews.com,right-center,mixed
necoloradonews.com,right-center,mixed
neconnnews.com,right-center,mixed
nefloridanews.com,right-center,mixed
neindiananews.com,right-center,mixed
nekansascitynews.com,right-center,mixed
nekansasnews.com,right-center,mixed
nekentuckynews.com,right-center,mixed
nelouisiananews.com,right-center,mixed
nemissnews.com,right-center,mixed
nemissourinews.com,right-center,mixed
nesacramentonews.com,right-center,mixed
nevalleytimes.com,right-center,mixed
journal-neo.org,right,low
news18.com,right-center,mixed
newsbreak.com,left-center,mixed
newsglobal.com,right,low
newshourfirst.com,right,low
newspunch.com,right,low
newspushed.com,right,low
newsready.com,right,mixed
newssloth.com,right,mixed
newsmax.com,right,low
newsview.gr,right,low
nextnewsnetwork.com,right,low
nolareporter.com,right-center,mixed
noqreport.com,right,low
nordicmonitor.com,left-center,mixed
norfolkreporter.com,right-center,mixed
northacadiananews.com,right-center,mixed
northalaskanews.com,right-center,mixed
northbaltimorejournal.com,right-center,mixed
northbirminghamtimes.com,right-center,mixed
northbluegrassnews.com,right-center,mixed
northbostonnews.com,right-center,mixed
northbrowardnews.com,right-center,mixed
ncarkansasnews.com,right-center,mixed
northcoastcanews.com,right-center,mixed
northcooknews.com,right-center,mixed
northdsmnews.com,right-center,mixed
northernwitimes.com,left-center,mixed
northegyptnews.com,right-center,mixed
northfultontoday.com,right-center,mixed
northgwinnettnews.com,right-center,mixed
northhennepinnews.com,right-center,mixed
northmichigannews.com,right-center,mixed
northidahotimes.com,right-center,mixed
northindynews.com,right-center,mixed
northinlandnews.com,right-center,mixed
northiowareporter.com,right-center,mixed
northjeffconews.com,right-center,mixed
northkentnews.com,right-center,mixed
northkentuckynews.com,right-center,mixed
northlaketimes.com,right-center,mixed
northlittlerocktimes.com,right-center,mixed
northmianews.com,right-center,mixed
northoctimes.com,right-center,mixed
northpanhandlenews.com,right-center,mixed
northpimanews.com,right-center,mixed
northramseynews.com,right-center,mixed
northsactoday.com,right-center,mixed
northnewcastlenews.com,right-center,mixed
northsfvtoday.com,right-center,mixed
northsgvnews.com,right-center,mixed
northshorelanews.com,right-center,mixed
northstlnews.com,right-center,mixed
nwwaynenews.com,right-center,mixed
nwlaketimes.com,left-center,mixed
northwichitanews.com,right-center,mixed
novitimes.com,right-center,mixed
nowthisnews.com,left,mixed
npr.news,right,low
nationalrighttolifenews.org,right,low
ntd.com,right,mixed
nwalabamanews.com,right-center,mixed
nwarkansasnews.com,right-center,mixed
nwatlantanews.com,right-center,mixed
nwconnnews.com,right-center,mixed
nwgeorgianews.com,right-center,mixed
nwillinoisnews.com,right-center,mixed
nwkansasnews.com,right-center,mixed
nwkentuckynews.com,right-center,mixed
nwlatimes.com,right-center,mixed
nwlouisiananews.com,right-center,mixed
nwminnesotanews.com,right-center,mixed
nwmissnews.com,right-center,mixed
nwriversidenews.com,right-center,mixed
nwvalleytimes.com,right-center,mixed
trendingpolitics.com,right,low
oaklandcitywire.com,right-center,mixed
oathkeepers.org,right,low
objectivist.co,right,mixed
occupydemocrats.com,left,low
okeechobeetimes.com,right-center,mixed
origo.hu,right,mixed
orlandostandard.com,right-center,mixed
outragedpatriot.com,right,low
oxfordreporter.com,right-center,mixed
palmcoasttimes.com,right-center,mixed
panamacityreporter.com,right-center,mixed
parler.com,right,low
patriotfetch.com,right,low
patrioticpost.com,right,low
patriotnewsfeed.com,right,mixed
patriotpulse.net,right,mixed
patriotuproar.com,right,mixed
peachtreegazette.com,left-center,mixed
peachtreetimes.com,right-center,mixed
pelicanstatenews.com,right-center,mixed
pennsylvaniaindependent.com,left,mixed
pensacolatimes.com,right-center,mixed
peoriastandard.com,right-center,mixed
perezhilton.com,left,mixed
phxreporter.com,right-center,mixed
pinaltoday.com,right-center,mixed
pinebelttimes.com,right-center,mixed
pinellastimes.com,right-center,mixed
pinestatenews.com,right-center,mixed
pjmedia.com,right,mixed
plymouthreporter.com,right-center,mixed
pocatellotimes.com,right-center,mixed
politicalanimalnews.com,right,mixed
politicalflare.com,left,low
polktimes.com,right-center,mixed
pomonavalleynews.com,right-center,mixed
pontiactimes.com,right-center,mixed
pop.org,right,low
populistpress.com,right,low
portlandmainenews.com,right-center,mixed
prageru.com,right,low
prairiestatewire.com,right-center,mixed
pravdareport.com,right,low
presidentialhill.com,right,low
presscalifornia.com,right,low
presscorp.org,right,mixed
presstv.ir,right,low
projectveritas.com,right,mixed
protothema.gr,right,mixed
protrumpnews.com,right,low
pulaskitimes.com,right-center,mixed
quincyreporter.com,right-center,mixed
rairfoundation.com,right,low
rationalground.com,right,mixed
redacted.inc,right,mixed
reddingtoday.com,right-center,mixed
redrightdaily.com,right,mixed
redstatenation.com,right,low
redvoicemedia.com,right,low
redwoodempirenews.com,right-center,mixed
reformedmedia.net,right,low
renewedright.com,right,mixed
republicandaily.net,right,mixed
gop.com,right,mixed
resistthemainstream.org,right,mixed
ria.ru,right-center,low
righterway.com,right,low
rightnewswire.com,right,mixed
rsbnetwork.com,right,low
riverbendtimes.com,right-center,mixed
riverparishnews.com,right-center,mixed
riverregiontimes.com,right-center,mixed
rivervalleytoday.com,right-center,mixed
rockfordsun.com,right-center,mixed
rockislandtoday.com,right-center,mixed
rodong.rep.kp,left,low
roguereview.net,right,low
romereporter.com,right-center,mixed
rt.com,right-center,low
rumble.com,right,low
ruptly.tv,right-center,mixed
rushlimbaugh.com,right,low
russia-insider.com,right,low
tass.com,right-center,mixed
ruthinstitute.org,right,low
salemnewswire.com,right-center,mixed
sanfransun.com,right-center,mixed
sangamonsun.com,right-center,mixed
sanjoaquintimes.com,right-center,mixed
sanjosestandard.com,right-center,mixed
santaclaratoday.com,right-center,mixed
santacruzstandard.com,right-center,mixed
sanmateosun.com,right-center,mixed
smobserved.com,right,low
sarasotareview.com,right-center,mixed
savannahstandard.com,right-center,mixed
scalaskanews.com,right-center,mixed
seatlantanews.com,right-center,mixed
sckansasnews.com,right-center,mixed
scminnesotanews.com,right-center,mixed
scmissnews.com,right-center,mixed
sealaskanews.com,right-center,mixed
searizonanews.com,right-center,mixed
sebluegrassnews.com,right-center,mixed
seconnnews.com,right-center,mixed
sedenvernews.com,right-center,mixed
segeorgianews.com,right-center,mixed
segrandrapids.com,right-center,mixed
seillinoisnews.com,right-center,mixed
seindiananews.com,right-center,mixed
seiowanews.com,right-center,mixed
sekentuckynews.com,right-center,mixed
selatimes.com,right-center,mixed
seminnesotanews.com,right-center,mixed
seoaklandnews.com,right-center,mixed
setwincities.com,right-center,mixed
sfvtoday.com,right-center,mixed
sgvstandard.com,right-center,mixed
shafaq.com,left,mixed
shelbyreview.com,right-center,mixed
shiawasseetimes.com,right-center,mixed
shoalstoday.com,right-center,mixed
shreveportreporter.com,right-center,mixed
siouxcitytimes.com,right-center,mixed
sloreporter.com,right-center,mixed
sohu.com,left-center,mixed
solanosun.com,right-center,mixed
southalamedanews.com,right-center,mixed
southatlantanews.com,right-center,mixed
southbayleader.com,right-center,mixed
southbaysdnews.com,right-center,mixed
southbendtimes.com,right-center,mixed
southalabamatimes.com,right-center,mixed
southbrowardnews.com,right-center,mixed
southcentralreporter.com,right-center,mixed
southcooknews.com,right-center,mixed
silnews.com,right-center,mixed
southernindianatoday.com,right-center,mixed
southdsmnews.com,right-center,mixed
southgeorgiatimes.com,right-center,mixed
southgwinnettnews.com,right-center,mixed
southhennepinnews.com,right-center,mixed
southindynews.com,right-center,mixed
southiowanews.com,right-center,mixed
southjeffconews.com,right-center,mixed
southkentnews.com,right-center,mixed
southlaketoday.com,right-center,mixed
southlouisiananews.com,right-center,mixed
southmainenews.com,right-center,mixed
southmianews.com,right-center,mixed
southmichigannews.com,right-center,mixed
southnewcastlenews.com,right-center,mixed
southorlandonews.com,right-center,mixed
southpalmbeachtoday.com,right-center,mixed
southpinellastimes.com,right-center,mixed
southsactoday.com,right-center,mixed
southsfbaynews.com,right-center,mixed
southsgvnews.com,right-center,mixed
swillinoisnews.com,right-center,mixed
southwichitanews.com,right-center,mixed
springfieldcitywire.com,right-center,mixed
springstimes.com,right-center,mixed
sputniknews.com,right-center,low
sputniknews.com,right-center,low
snanews.de,right-center,low
stjoebentonharbor.com,right-center,mixed
stpetestandard.com,right-center,mixed
stateofthenation.co,right,low
stcloudsun.com,right-center,mixed
steadfastclash.com,right,mixed
steadfastdaily.com,right,mixed
stoppingsocialism.com,right,mixed
stpaulreporter.com,right-center,mixed
southbirminghamtimes.com,right-center,mixed
southfultontoday.com,right-center,mixed
southoctimes.com,right-center,mixed
southpimanews.com,right-center,mixed
southsfvtoday.com,right-center,mixed
stclairtoday.com,right-center,mixed
strategic-culture.org,right,low
trumpstudents.org,right,mixed
sturgiscoldwaternews.com,right-center,mixed
sunflowerstatenews.com,right-center,mixed
sunshinesentinel.com,right-center,mixed
sussexreview.com,right-center,mixed
swalaskanews.com,right-center,mixed
swarizonanews.com,right-center,mixed
swarkansastimes.com,right-center,mixed
swbluegrassnews.com,right-center,mixed
swcoloradonews.com,right-center,mixed
swconnnews.com,right-center,mixed
swgeorgianews.com,right-center,mixed
swindiananews.com,right-center,mixed
swiowatimes.com,right-center,mixed
swkansasnews.com,right-center,mixed
swlouisiananews.com,right-center,mixed
swminnesotatoday.com,right-center,mixed
swmissnews.com,right-center,mixed
swriversidenews.com,right-center,mixed
swvalleytimes.com,right-center,mixed
syriana-analysis.com,left,mixed
tallahasseesun.com,right-center,mixed
tamparepublic.com,right-center,mixed
tbdailynews.com,right,mixed
techstartups.com,right-center,mixed
thebeardedpatriot.com,right,low
thebeltwayreport.com,right,mixed
thebl.com,right,mixed
theblaze.com,right,mixed
thebluestateconservative.com,right,low
theconservativecentral.com,right,low
conservativepapers.com,right,mixed
thecovidworld.com,right,low
thecountersignal.com,right,mixed
dailyboulder.com,left,mixed
thedcpatriot.com,right,low
thedesertreview.com,right-center,mixed
theduran.com,right,low
theepochtimes.com,right,mixed
thefederalist.com,right,mixed
thefreedomtimes.com,right,low
thegatewaypundit.com,right,low
thejeffreylord.com,right,mixed
thejewishvoice.com,right,mixed
joerogan.com,right-center,mixed
thelibertyloft.com,right,mixed
thelibertyrevolution.com,right,low
michiganindependent.com,left,mixed
thenationalpulse.com,right,mixed
ohioindependent.com,left,mixed
theohiostar.com,right,mixed
other98.com,left,low
thepatriotnation.net,right,low
thepostemail.com,right,mixed
theproudliberal.org,left,mixed
theragingpatriot.org,right,low
rebelnews.com,right,mixed
thereligionofpeace.com,right,low
remnantnewspaper.com,right,low
rfangle.com,right,mixed
theregionnews.com,right-center,mixed
therightscoop.com,right,mixed
therightstuff.biz,right,low
sciencetimes.com,right-center,mixed
thescoop.us,right,mixed
sonsoflibertymedia.com,right,low
thespectator.info,right,low
tennesseestar.com,right,mixed
tehrantimes.com,right,mixed
thetruedefender.com,right,low
thetruereporter.com,right,low
unz.com,right,low
warrensun.com,right-center,mixed
wisconsinindependent.com,left,mixed
thumbreporter.com,right-center,mixed
toddstarnes.com,right,mixed
toofab.com,left,mixed
topekasun.com,right-center,mixed
townhall.com,right,mixed
tplnews.com,left,mixed
treasurecoastsun.com,right-center,mixed
treasurevalleytimes.com,right-center,mixed
trendingpoliticsnews.com,right,mixed
tricitysun.com,right-center,mixed
trump.news,right,low
trumptrainnews.com,right,mixed
truthandaction.org,right,low
truthinmedia.com,right,low
truthpress.com,right,low
tucsonstandard.com,right-center,mixed
tularetimes.com,right-center,mixed
tpusa.com,right,low
tuscaloosaleader.com,right-center,mixed
uncoverdc.com,right,low
understandingthethreat.com,right,low
uniteamericafirst.com,right,low
unitynewsnetwork.co.uk,right,mixed
unmuzzlednews.com,right,mixed
upgazette.com,right-center,mixed
upperdeltanews.com,right-center,mixed
usbacklash.org,right,low
usareally.com,right,low
usasupreme.com,right,low
ussanews.com,right,low
vancouvertimes.org,right,mixed
patriotfront.us,right,low
vdare.com,right,low
verdugosnews.com,right-center,mixed
victorvalleytimes.com,right-center,mixed
vidmax.com,right,low
thevirginiastar.com,right,mixed
visiontimes.com,right,mixed
wallbuilders.com,right,low
waronfakes.com,right,low
warnerrobinstoday.com,right-center,mixed
warroom.org,right,low
washingtonsources.org,left-center,mixed
washingtontimes.com,right-center,mixed
waterfordtoday.com,right-center,mixed
waterlootimes.com,right-center,mixed
waynedupree.com,right,low
wcgeorgianews.com,right-center,mixed
wcindiananews.com,right-center,mixed
wciowanews.com,right-center,mixed
wcminnesotanews.com,right-center,mixed
wcmissnews.com,right-center,mixed
weibo.com,left,mixed
westatlantanews.com,right-center,mixed
wethepeopledaily.com,right,low
westbanklanews.com,right-center,mixed
wcalabamanews.com,right-center,mixed
wcmichigannews.com,right-center,mixed
westcentralreporter.com,right-center,mixed
westcontracostanews.com,right-center,mixed
westcooknews.com,right-center,mixed
westdsmnews.com,right-center,mixed
westeldoradonews.com,right-center,mixed
westernwaynetoday.com,right-center,mixed
westflnews.com,right-center,mixed
westhillsboroughnews.com,right-center,mixed
westindynews.com,right-center,mixed
westernjournal.com,right,mixed
westlatimes.com,right-center,mixed
westmassnews.com,right-center,mixed
westoctimes.com,right-center,mixed
westpennyroyalnews.com,right-center,mixed
westsbvtimes.com,right-center,mixed
westsfvtoday.com,right-center,mixed
westsgvnews.com,right-center,mixed
westtwincities.com,right-center,mixed
westventuranews.com,right-center,mixed
westvolusianews.com,right-center,mixed
whatfinger.com,right,low
wichitastandard.com,right-center,mixed
willcountygazette.com,right-center,mixed
winecountrytimes.com,right-center,mixed
wiregrasstimes.com,right-center,mixed
wisconsinlaketimes.com,left-center,mixed
thepublicdiscourse.com,right,low
wndnewscenter.org,right,low
womenarehuman.com,right,mixed
facebook.com,left,mixed
wnd.com,right,low
wn.com,neutral,mixed
worldstarhiphop.com,left,mixed
worldtribune.com,right,low
wyandottetimes.com,right-center,mixed
news.cn,left,mixed
xinhuanet.com,left,mixed
yavapainews.com,right-center,mixed
yellowhammertimes.com,right-center,mixed
yaliberty.org,right,low
yc.news,right,mixed
yournews.com,right,mixed
yubasuttertimes.com,right-center,mixed
z3news.com,right,low
mdpi.com,neutral,mixed
airspacemag.com,neutral,high
cornell.edu,neutral,high
aap.org,neutral,high
aaas.org,neutral,high
cancer.org,neutral,high
agu.org,neutral,high
ajaonline.org,neutral,high
aphapublications.org,neutral,high
lung.org,neutral,high
ama-assn.org,neutral,high
aps.org,neutral,high
psychiatry.org,neutral,high
apsa.org,neutral,high
americanscientist.org,neutral,high
archaeology.org,neutral,high
astronomy.com,neutral,high
skeptics.com.au,neutral,high
autisticadvocacy.org,neutral,high
sciencefocus.com,neutral,high
biomedcentral.com,neutral,high
biospace.com,neutral,mixed
bio.org,neutral,high
carbonbrief.org,left-center,high
cdc.gov,neutral,high
climateactiontracker.org,neutral,high
climatecentral.org,neutral,high
climatefeedback.org,neutral,high
climatesciencewatch.org,neutral,high
cochrane.org,neutral,high
consumerlab.com,neutral,high
contagionlive.com,neutral,high
cosmosmagazine.com,neutral,high
covid.gov,neutral,high
disabilityscoop.com,neutral,high
discovermagazine.com,neutral,high
drugs.com,neutral,high
earthsky.org,neutral,high
britannica.com,neutral,high
eurekalert.org,neutral,high
everydayhealth.com,neutral,high
fas.org,neutral,high
frontiersin.org,neutral,mixed
frontiersin.org,neutral,mixed
frontiersin.org,neutral,mixed
frontiersin.org,neutral,mixed
futurism.com,neutral,mixed
genengnews.com,neutral,high
geneticliteracyproject.org,neutral,high
healio.com,neutral,high
healthaffairs.org,neutral,high
healthline.com,neutral,mixed
ieee.org,neutral,high
healthdata.org,neutral,high
issues.org,neutral,high
hopkinsmedicine.org,neutral,high
livescience.com,neutral,high
mdpi.com,neutral,mixed
medicalnewstoday.com,neutral,high
medpagetoday.com,neutral,high
mentaldaily.com,neutral,high
nationalgeographic.com,neutral,high
nature.com,neutral,high
newatlas.com,neutral,high
nejm.org,neutral,high
news-medical.net,neutral,mixed
paho.org,neutral,high
psychcentral.com,neutral,high
psychologytoday.com,neutral,high
psypost.org,neutral,high
nih.gov,neutral,high
researchgate.net,neutral,high
resourcewatch.org,neutral,high
sciencedirect.com,neutral,high
sciencefeedback.co,neutral,high
scienceillustrated.com.au,neutral,high
science.org,neutral,high
sciencealert.com,neutral,high
scientificamerican.com,left-center,high
scitechdaily.com,neutral,high
ucsd.edu,neutral,high
singularityhub.com,neutral,high
aip.org,neutral,high
thelancet.com,neutral,high
thelogicofscience.com,neutral,high
the-scientist.com,neutral,high
skepdic.com,neutral,high
blogspot.com,neutral,high
unep.org,neutral,high
universetoday.com,neutral,high
ornl.gov,neutral,high
vaxopedia.org,neutral,high
verywellhealth.com,neutral,high
verywellfamily.com,neutral,high
verywellfit.com,neutral,high
webmd.com,neutral,high
who.int,neutral,high
wmo.int,neutral,high
zmescience.com,neutral,high
courier-tribune.com,neutral,high
cpac.ca,neutral,high
law.com,neutral,high
federaltimes.com,neutral,high
healthcarefinancenews.com,neutral,high
iea.org,neutral,high
knowyourmeme.com,neutral,high
alaskasnewssource.com,neutral,high
leadstories.com,neutral,high
memeorandum.com,neutral,mixed
military.com,neutral,high
militarytimes.com,neutral,high
nber.org,neutral,high
followthemoney.org,neutral,high
nationmaster.com,neutral,high
necn.com,neutral,high
newslookup.com,neutral,mixed
nolabels.org,neutral,high
noozhawk.com,neutral,high
patch.com,neutral,high
patheos.com,neutral,mixed
piie.com,neutral,high
placesjournal.org,neutral,high
poynter.org,neutral,high
prnewswire.com,neutral,high
procon.org,neutral,high
rsf.org,neutral,high
reporterslab.org,neutral,high
riverbender.com,neutral,high
rollcall.com,neutral,high
sayfiereview.com,neutral,high
scotusblog.com,neutral,high
siouxcityjournal.com,left-center,high
smartnews.com,neutral,mixed
southbendtribune.com,neutral,high
sun-sentinel.com,neutral,high
swtimes.com,neutral,high
stripes.com,neutral,high
statesmanjournal.com,neutral,high
texasstandard.org,neutral,high
thecipherbrief.com,neutral,high
theconversation.com,neutral,high
defconwarningsystem.com,neutral,high
memepoliceman.com,neutral,mixed
newslit.org,neutral,high
waff.com,neutral,high
wcjb.com,neutral,high
americablog.com,left,high
joebiden.com,left,mixed
leftfootforward.org,left-center,mixed
leftvoice.org,left,mixed
libcom.org,left,mixed
liberationnews.org,left,mixed
mainebeacon.com,left,high
merryjane.com,left,mixed
miaminewtimes.com,left-center,high
muncievoice.com,left,mixed
msmagazine.com,left,high
nrdc.org,left,mixed
newstatesman.com,left-center,high
newsone.com,left,mixed
opednews.com,left,mixed
pfaw.org,left,mixed
people.com,left,high
projectcensored.org,left,high
queerty.com,left,high
rsn.org,left,mixed
readingthepictures.org,left,mixed
refinery29.com,left,mixed
rightwingwatch.org,left,high
trofire.com,left,mixed
scarymommy.com,left,mixed
shadowproof.com,left,high
smirkingchimp.com,left,mixed
stpete4peace.org,left,mixed
advocate.com,left,high
thebaffler.com,left,high
theburningspear.com,left,high
climaterealityproject.org,left,mixed
dworkinreport.com,left,mixed
thefloridasqueeze.com,left,mixed
americanpublicmedia.org,left-center,high
cleantechnica.com,left-center,high
emptywheel.net,left-center,high
justsecurity.org,left-center,high
koco.com,left-center,high
kurdistan24.net,left-center,mixed
latintimes.com,left-center,high
kentucky.com,left-center,high
lifehacker.com,left-center,mixed
mediafiledc.com,left-center,high
metro.us,left-center,high
jsonline.com,left-center,high
startribune.com,left-center,high
natmonitor.com,left-center,high
newsandguts.com,left-center,mixed
niskanencenter.org,left-center,high
openthegovernment.org,left-center,mixed
outsidethebeltway.com,left-center,high
ozy.com,left-center,high
positive.news,left-center,high
relevantmagazine.com,left-center,high
religionnews.com,left-center,high
sacbee.com,left-center,high
sfchronicle.com,left-center,high
mercurynews.com,left-center,high
independent.com,left-center,high
saudigazette.com.sa,left-center,mixed
sfgate.com,left-center,high
sojo.net,left-center,high
sootoday.com,left-center,high
spiegel.de,left-center,high
statnews.com,left-center,high
stepfeed.com,left-center,mixed
syriahr.com,left-center,mixed
taxjustice.net,left-center,high
taxpolicycenter.org,left-center,high
techcrunch.com,left-center,high
texasmonthly.com,left-center,high
augustachronicle.com,left-center,high
thebureauinvestigates.com,left-center,high
thecitizen.org.au,left-center,high
courier-journal.com,left-center,high
daltondailycitizen.com,left-center,high
dailyhive.com,left-center,mixed
dailytarheel.com,left-center,high
theday.com,left-center,high
ecfr.eu,left-center,high
heraldnet.com,left-center,high
indianexpress.com,left-center,mixed
alaraby.co.uk,left-center,mixed
thenewtropic.com,left-center,high
thecjn.ca,right-center,high
taxpayer.com,right-center,high
detroitnews.com,right-center,high
justfactsdaily.com,right-center,mixed
koreaherald.com,right-center,mixed
reviewjournal.com,right-center,high
nikkei.com,right-center,high
ottawacitizen.com,right-center,high
post-gazette.com,right-center,high
triblive.com,right-center,high
rstreet.org,right-center,high
realclearinvestigations.com,right-center,mixed
valleynewslive.com,neutral,high
remingtonresearchgroup.com,right-center,high
republicworld.com,right-center,mixed
sofrep.com,right-center,mixed
twincities.com,right-center,high
studentnewsdaily.com,right-center,mixed
tallahassee.com,right-center,high
thebrunswicknews.com,right-center,high
citizen.co.za,right-center,high
jpost.com,right-center,high
jewishpress.com,right-center,high
nation.com.pk,right-center,mixed
thenewatlantis.com,right-center,high
altnewsmedia.net,right,mixed
bizpacreview.com,right,mixed
dailyreckoning.com,right,mixed
intellectualtakeout.org,right,mixed
investors.com,right,mixed
legalinsurrection.com,right,mixed
manhattan-institute.org,right,mixed
nationalreview.com,right,mixed
openvaers.com,right,mixed
ricochet.com,right,mixed
sentinelksmo.org,right,mixed
sbgi.net,right,mixed
spiked-online.com,right,mixed
americanmind.org,right-center,mixed
conservativewoman.co.uk,right,mixed
activistpost.com,left,low
geopolitics.co,left-center,mixed
jesus-is-savior.com,right,low
mediafactwatch.com,right,low
naturalsociety.com,left,mixed
neonnettle.com,right,low
newamericannews.com,right,low
qanon.pub,right,low
realnews24.com,left,low
redoubtnews.com,right,mixed
rense.com,right,low
space.news,right,low
swprs.org,right,mixed
theautomaticearth.com,right,low
corbettreport.com,right,low
eutimes.net,right,low
thefullertoninformer.com,right,low
thelibertybeacon.com,right,low
whatreallyhappened.com,right,low
worlddoctorsalliance.com,right,low
2020conservative.com,right,low
bluntforcetruth.com,right,low
breakingfirst.com,right,low
c19aspirin.com,right,mixed
c19bromhexine.com,right,mixed
c19budesonide.com,right,mixed
c19colchicine.com,right,mixed
c19curcumin.com,right,mixed
c19ly.com,right,mixed
c19favipiravir.com,right,mixed
c19fluvoxamine.com,right,mixed
c19hcq.com,right,mixed
c19ic.com,right,mixed
c19ivermectin.com,right,mixed
c19melatonin.com,right,mixed
c19mp.com,right,mixed
c19nitazoxanide.com,right,mixed
c19ns.com,right,mixed
c19proxalutamide.com,right,mixed
c19pvpi.com,right,mixed
c19quercetin.com,right,mixed
c19regn.com,right,mixed
c19rmd.com,right,mixed
c19sv.com,right,mixed
c19vitaminc.com,right,mixed
c19vitamind.com,right,mixed
c19zinc.com,right,mixed
centennialstatenews.com,right-center,mixed
constative.com,right-center,mixed
c19early.com,right,mixed
cowgernation.com,right,mixed
dailysurge.com,right,low
firstinfreedomdaily.com,right,mixed
free-speechfront.info,right,low
ipatriot.com,right,mixed
ivmmeta.com,right,mixed
knightstemplarorder.com,right,low
lewrockwell.com,right,low
mauireporter.com,right-center,mixed
mondoweiss.net,left,mixed
natall.com,right,low
nationalenquirer.com,right,low
nationalvanguard.org,right,low
newnation.org,right,low
newswars.com,right,low
ocalastandard.com,right-center,mixed
overpassesforamerica.com,right,mixed
thepatriotjournal.com,right,mixed
patrioticviralnews.com,right,low
personalinterpretation.com,right,low
political-discussion.com,right,low
thepoliticalinsider.com,right,low
quillette.com,right,mixed
goodsciencing.com,right,low
revolver.news,right,mixed
secureamericanow.org,right,mixed
secoloradonews.com,right-center,mixed
shtfplan.com,right,low
southafricatoday.net,right,mixed
stanislausnews.com,right-center,mixed
staresattheworld.com,right,low
steadfastandloyal.com,right,mixed
stonecoldtruth.com,right,low
speech-point.com,right,low
summit.news,right,low
supportisraelnow.com,right,low
syrianews.cc,left,low
takimag.com,right,low
teaparty.org,right,low
buffalochronicle.com,right,mixed
thecoloradoherald.com,right,low
theconservativebrief.com,right,mixed
thefederalistpapers.org,right,low
freetelegraph.com,right,mixed
theconservativetreehouse.com,right,low
thelibertydaily.com,right,mixed
majalla.com,right-center,mixed
thenationalpatriot.com,right,low
thepolitics.online,right,low
digifection.com,right,low
